,location,size,total_sqft,bath,price,bhk,price_per_sqft
425,Hosur Road,2 BHK,1194.0,2.0,69.0,2,5778
426,Brookefield,2 BHK,1150.0,2.0,69.0,2,6000
427,Yelenahalli,2 BHK,1240.0,2.0,47.12,2,3800
428,Raja Rajeshwari Nagar,2 BHK,1419.0,2.0,48.1,2,3389
429,7th Phase JP Nagar,8 Bedroom,1200.0,8.0,250.0,8,20833
430,other,3 BHK,2150.0,4.0,240.0,3,11162
431,other,3 BHK,1450.0,3.0,55.0,3,3793
432,other,3 BHK,1630.0,3.0,68.29,3,4189
433,Dasanapura,2 BHK,708.0,1.0,40.0,2,5649
434,Kasavanhalli,3 Bedroom,1000.0,4.0,110.0,3,11000
435,Whitefield,4 Bedroom,11890.0,4.0,700.0,4,5887
436,Bellandur,2 BHK,1250.0,2.0,76.0,2,6080
437,7th Phase JP Nagar,3 BHK,1400.0,2.0,95.0,3,6785
438,Sarjapur  Road,3 BHK,1670.0,2.0,57.0,3,3413
439,Ardendale,3 BHK,1750.0,3.0,100.0,3,5714
440,Vittasandra,2 BHK,1404.0,2.0,71.0,2,5056
441,Hoodi,3 BHK,1715.0,2.0,95.0,3,5539
442,Electronic City,1 BHK,630.0,1.0,34.65,1,5500
443,Harlur,3 BHK,1752.12,3.0,135.0,3,7704
444,Hulimavu,3 BHK,1650.0,3.0,78.0,3,4727
445,Raja Rajeshwari Nagar,2 BHK,1295.0,2.0,55.47,2,4283
446,Giri Nagar,3 Bedroom,1800.0,3.0,252.0,3,14000
447,Sarjapur  Road,2 BHK,1346.0,2.0,74.03,2,5500
448,other,4 Bedroom,1200.0,4.0,200.0,4,16666
449,Hormavu,2 BHK,1150.0,2.0,55.0,2,4782
450,other,4 Bedroom,3309.0,4.0,325.0,4,9821
451,Chandapura,3 BHK,1190.0,2.0,30.35,3,2550
452,AECS Layout,3 BHK,1620.0,3.0,98.0,3,6049
453,Marathahalli,2 BHK,950.0,2.0,46.96,2,4943
454,other,11 BHK,5000.0,9.0,360.0,11,7200
455,Harlur,3 BHK,2450.0,3.0,120.0,3,4897
456,Electronic City Phase II,3 BHK,1220.0,2.0,35.23,3,2887
457,other,2 BHK,850.0,2.0,30.0,2,3529
458,Padmanabhanagar,2 BHK,1020.0,2.0,63.0,2,6176
459,Chikkalasandra,2 BHK,1100.0,2.0,50.0,2,4545
460,other,2 BHK,1150.0,2.0,126.0,2,10956
461,Hebbal,3 BHK,1760.0,2.0,130.0,3,7386
462,Ambalipura,3 BHK,1800.0,3.0,110.0,3,6111
463,Akshaya Nagar,2 BHK,1070.0,2.0,54.0,2,5046
464,2nd Stage Nagarbhavi,4 Bedroom,1500.0,4.0,220.0,4,14666
465,Vidyaranyapura,2 Bedroom,1440.0,2.0,95.0,2,6597
466,Amruthahalli,2 BHK,900.0,2.0,40.0,2,4444
467,other,4 BHK,1200.0,4.0,230.0,4,19166
468,Whitefield,2 BHK,1130.0,2.0,42.16,2,3730
469,Koramangala,2 BHK,1320.0,2.0,165.0,2,12500
470,Kodigehalli,2 BHK,1270.0,2.0,98.0,2,7716
471,other,2 BHK,1200.0,2.0,62.0,2,5166
472,other,4 BHK,4800.0,4.0,235.0,4,4895
473,other,2 BHK,1200.0,2.0,74.0,2,6166
474,Subramanyapura,2 BHK,929.0,2.0,50.17,2,5400
475,other,4 BHK,1150.0,4.0,260.0,4,22608
476,Basavangudi,4 Bedroom,1125.0,4.0,180.0,4,16000
477,Kenchenahalli,5 Bedroom,500.0,3.0,65.0,5,13000
478,other,5 Bedroom,1200.0,5.0,190.0,5,15833
479,other,3 BHK,1464.0,3.0,56.0,3,3825
480,7th Phase JP Nagar,4 BHK,3600.0,4.0,400.0,4,11111
481,other,4 Bedroom,2000.0,4.0,99.0,4,4950
482,Chikkalasandra,2 BHK,1208.0,2.0,49.0,2,4056
483,Hebbal Kempapura,2 BHK,1130.0,2.0,60.0,2,5309
484,other,3 BHK,1753.0,3.0,120.0,3,6845
485,Old Madras Road,5 BHK,4500.0,7.0,337.0,5,7488
486,Banjara Layout,3 Bedroom,600.0,3.0,58.0,3,9666
487,Hoodi,2 BHK,1196.0,2.0,94.42,2,7894
488,5th Phase JP Nagar,2 BHK,1150.0,3.0,52.5,2,4565
489,Electronic City,2 BHK,1128.0,2.0,63.0,2,5585
490,other,2 BHK,1000.0,2.0,53.0,2,5300
491,Yelahanka,2 BHK,1035.0,2.0,45.0,2,4347
492,Kereguddadahalli,2 BHK,950.0,2.0,32.0,2,3368
493,Bisuvanahalli,3 BHK,1075.0,2.0,36.0,3,3348
494,Whitefield,2 BHK,1040.0,2.0,48.5,2,4663
495,other,2 Bedroom,720.0,2.0,45.0,2,6250
496,Lingadheeranahalli,3 BHK,1511.0,3.0,95.0,3,6287
497,other,3 BHK,1300.0,3.0,58.0,3,4461
498,Hoodi,3 BHK,1545.0,3.0,68.75,3,4449
499,Shampura,1 BHK,375.0,2.0,26.0,1,6933
500,Vidyaranyapura,2 BHK,1062.0,2.0,38.0,2,3578
501,other,2 BHK,1115.0,2.0,40.0,2,3587
502,JP Nagar,2 BHK,1000.0,2.0,35.0,2,3500
503,Kambipura,2 BHK,883.0,2.0,45.0,2,5096
504,Sarjapur  Road,2 BHK,1195.0,2.0,70.0,2,5857
505,other,4 Bedroom,1200.0,3.0,165.0,4,13750
506,other,1 Bedroom,700.0,1.0,41.0,1,5857
507,Vittasandra,2 BHK,1246.0,2.0,67.0,2,5377
508,8th Phase JP Nagar,4 Bedroom,660.0,4.0,90.0,4,13636
509,Banashankari Stage III,4 Bedroom,8500.0,4.0,145.0,4,1705
510,other,4 BHK,1600.0,4.0,80.0,4,5000
511,Haralur Road,4 BHK,2805.0,5.0,154.0,4,5490
512,Begur Road,3 BHK,1584.0,3.0,65.0,3,4103
513,Sector 7 HSR Layout,4 Bedroom,3000.0,5.0,275.0,4,9166
514,Hosur Road,3 BHK,1175.0,2.0,48.0,3,4085
515,other,3 BHK,1595.0,3.0,115.0,3,7210
516,other,2 BHK,1353.0,2.0,110.0,2,8130
517,Electronic City,3 BHK,1599.0,3.0,125.0,3,7817
518,Whitefield,2 BHK,1150.0,2.0,70.0,2,6086
519,Jakkur,4 BHK,5230.0,6.0,465.0,4,8891
520,KR Puram,2 BHK,1155.0,2.0,42.74,2,3700
521,other,1 BHK,1200.0,2.0,85.0,1,7083
522,Electronic City Phase II,2 BHK,1000.0,2.0,25.0,2,2500
523,Thanisandra,4 BHK,3000.0,4.0,120.0,4,4000
524,Rajiv Nagar,3 BHK,1867.0,3.0,160.0,3,8569
525,Ramagondanahalli,2 BHK,1251.0,2.0,47.0,2,3756
526,other,2 BHK,1028.0,2.0,45.5,2,4426
527,Arekere,2 BHK,1222.0,2.0,45.0,2,3682
528,Bannerghatta Road,3 BHK,1170.0,2.0,66.0,3,5641
529,Hebbal,3 BHK,2400.0,4.0,245.0,3,10208
530,other,3 BHK,1385.0,2.0,48.48,3,3500
531,HSR Layout,2 BHK,1372.0,2.0,68.0,2,4956
532,Magadi Road,3 BHK,1282.0,2.0,49.0,3,3822
533,Mico Layout,9 BHK,5000.0,9.0,210.0,9,4200
534,other,5 Bedroom,3000.0,3.0,528.0,5,17600
535,Kanakpura Road,2 BHK,1135.0,2.0,39.73,2,3500
536,Whitefield,3 BHK,1768.0,3.0,101.0,3,5712
537,other,3 BHK,1325.0,2.0,90.0,3,6792
538,Electronic City,3 BHK,1599.0,3.0,99.0,3,6191
539,Whitefield,3 Bedroom,1500.0,3.0,61.95,3,4130
540,other,3 Bedroom,2610.0,3.0,499.0,3,19118
541,Uttarahalli,2 BHK,1286.0,2.0,63.0,2,4898
542,Kammanahalli,5 BHK,2845.0,5.0,140.0,5,4920
543,other,3 BHK,1600.0,2.0,50.0,3,3125
544,Hennur Road,2 BHK,1317.5,2.0,63.77,2,4840
545,Hebbal,3 BHK,3450.0,5.0,260.0,3,7536
546,Munnekollal,2 BHK,1102.0,2.0,53.67,2,4870
547,Yelahanka,2 BHK,1350.0,2.0,54.0,2,4000
548,Banashankari,3 BHK,1200.0,2.0,42.0,3,3500
549,Hosa Road,6 Bedroom,1300.0,6.0,145.0,6,11153
550,other,2 Bedroom,1800.0,1.0,80.0,2,4444
551,Chikkabanavar,2 BHK,950.0,2.0,40.0,2,4210
552,Kanakpura Road,1 BHK,525.0,1.0,27.25,1,5190
553,Attibele,2 BHK,656.0,2.0,25.0,2,3810
554,Marathahalli,4 Bedroom,1780.0,4.0,175.0,4,9831
555,other,2 BHK,1056.0,2.0,80.0,2,7575
556,Bannerghatta Road,1 BHK,595.0,1.0,33.32,1,5600
557,other,2 BHK,1080.0,2.0,50.0,2,4629
558,7th Phase JP Nagar,3 BHK,2225.0,3.0,160.0,3,7191
559,Bommasandra,2 BHK,1126.0,2.0,28.15,2,2500
560,Electronics City Phase 1,3 BHK,1490.0,3.0,84.0,3,5637
561,HRBR Layout,4 Bedroom,2000.0,4.0,300.0,4,15000
562,Sarjapur  Road,3 BHK,1550.0,3.0,100.0,3,6451
563,other,2 BHK,1160.0,2.0,55.0,2,4741
564,Whitefield,4 Bedroom,4144.0,4.0,315.0,4,7601
565,Sarjapur  Road,3 BHK,2100.0,3.0,125.0,3,5952
566,Vittasandra,2 BHK,1404.0,2.0,69.3,2,4935
567,Sarjapur  Road,4 Bedroom,2230.0,4.0,225.0,4,10089
568,other,3 BHK,1544.0,3.0,120.0,3,7772
569,Banashankari Stage III,3 BHK,1305.0,2.0,58.7,3,4498
570,Marathahalli,2 BHK,1230.0,2.0,80.0,2,6504
571,other,2 Bedroom,1200.0,2.0,65.0,2,5416
572,Harlur,3 BHK,1460.0,3.0,73.0,3,5000
573,Gottigere,2 BHK,967.0,2.0,45.0,2,4653
574,other,1 Bedroom,540.0,1.0,36.0,1,6666
575,Hormavu,1 BHK,715.0,1.0,46.0,1,6433
576,Whitefield,3 BHK,2500.0,3.0,313.0,3,12520
577,other,3 BHK,1578.0,3.0,180.0,3,11406
578,Mysore Road,2 BHK,1020.0,2.0,48.95,2,4799
579,Jigani,2 BHK,1020.0,2.0,40.0,2,3921
580,Koramangala,2 BHK,1253.0,2.0,102.0,2,8140
581,other,2 BHK,1180.0,2.0,42.0,2,3559
582,Nehru Nagar,2 BHK,961.0,2.0,38.0,2,3954
583,Kanakapura,3 BHK,1419.0,3.0,75.0,3,5285
584,Harlur,3 BHK,1709.0,3.0,150.0,3,8777
585,other,2 Bedroom,1600.0,2.0,115.0,2,7187
586,other,1 BHK,416.0,1.0,18.5,1,4447
587,Sanjay nagar,2 BHK,1100.0,2.0,98.0,2,8909
588,HSR Layout,3 BHK,1430.0,2.0,65.0,3,4545
589,other,2 BHK,1260.0,2.0,45.0,2,3571
590,other,3 BHK,1630.0,3.0,85.0,3,5214
591,Sarjapur  Road,3 BHK,1249.0,3.0,44.71,3,3579
592,Kalena Agrahara,3 BHK,1450.0,2.0,85.0,3,5862
593,Konanakunte,3 BHK,2791.0,3.0,223.0,3,7989
594,other,1 BHK,600.0,1.0,90.0,1,15000
595,other,1 BHK,834.0,1.0,60.0,1,7194
596,other,3 Bedroom,1125.0,4.0,70.0,3,6222
597,Arekere,3 BHK,2060.0,3.0,140.0,3,6796
598,Malleshwaram,7 BHK,12000.0,7.0,2200.0,7,18333
599,Gottigere,2 BHK,891.0,2.0,25.0,2,2805
600,Raja Rajeshwari Nagar,2 BHK,1133.0,2.0,49.07,2,4330
601,Bisuvanahalli,3 BHK,1075.0,2.0,37.0,3,3441
602,other,4 BHK,3000.0,5.0,260.0,4,8666
603,Brookefield,4 Bedroom,2440.0,5.0,425.0,4,17418
604,Vidyaranyapura,2 BHK,1200.0,2.0,55.0,2,4583
605,Thanisandra,2 BHK,1075.0,2.0,45.8,2,4260
606,Kaggadasapura,2 BHK,1140.0,2.0,40.0,2,3508
607,Margondanahalli,5 Bedroom,940.0,4.0,150.0,5,15957
608,other,6 Bedroom,2160.0,5.0,250.0,6,11574
609,Raja Rajeshwari Nagar,2 BHK,1090.0,2.0,42.0,2,3853
610,R.T. Nagar,4 Bedroom,1500.0,4.0,70.0,4,4666
611,Whitefield,4 BHK,4104.0,4.0,360.0,4,8771
612,Whitefield,3 BHK,1790.0,3.0,100.0,3,5586
613,Hebbal,3 BHK,1920.0,3.0,134.0,3,6979
614,HRBR Layout,2 BHK,1374.0,2.0,95.0,2,6914
615,Bannerghatta Road,3 BHK,1445.0,3.0,95.0,3,6574
616,Kanakapura,1 BHK,711.0,1.0,36.0,1,5063
617,Tumkur Road,3 BHK,1500.0,3.0,95.0,3,6333
618,Whitefield,3 BHK,1720.0,3.0,100.0,3,5813
619,Vasanthapura,3 BHK,1400.0,3.0,60.0,3,4285
620,Kundalahalli,2 BHK,1030.0,2.0,49.0,2,4757
621,Mysore Road,2 BHK,1200.0,2.0,85.0,2,7083
622,other,3 BHK,1375.0,3.0,70.0,3,5090
623,Hegde Nagar,2 Bedroom,1050.0,1.0,56.0,2,5333
624,Jalahalli,3 BHK,2250.0,3.0,160.0,3,7111
625,Bellandur,2 BHK,1000.0,2.0,50.0,2,5000
626,other,1 BHK,469.0,1.0,25.0,1,5330
627,Marathahalli,4 BHK,3800.0,4.0,250.0,4,6578
628,Kambipura,2 BHK,883.0,2.0,29.0,2,3284
629,GM Palaya,3 BHK,1820.0,2.0,86.0,3,4725
630,Singasandra,3 BHK,1440.0,2.0,65.0,3,4513
631,other,6 BHK,3600.0,4.0,160.0,6,4444
632,Malleshwaram,4 BHK,2500.0,5.0,325.0,4,13000
633,Mahadevpura,2 BHK,1225.0,2.0,48.0,2,3918
634,other,3 Bedroom,4000.0,3.0,660.0,3,16500
635,Chikkalasandra,2 BHK,875.0,2.0,52.8,2,6034
636,Jalahalli East,1 BHK,750.0,1.0,40.0,1,5333
637,6th Phase JP Nagar,2 BHK,1180.0,2.0,80.0,2,6779
638,Haralur Road,2 BHK,1194.0,2.0,47.0,2,3936
639,Hennur Road,3 BHK,1500.0,2.0,62.0,3,4133
640,other,2 BHK,1160.0,2.0,52.2,2,4500
641,Hosakerehalli,3 BHK,2378.0,3.0,262.0,3,11017
642,Sarjapur,2 BHK,1128.0,2.0,60.0,2,5319
643,Hebbal,3 BHK,1500.0,3.0,150.0,3,10000
644,other,3 BHK,1220.0,2.0,35.23,3,2887
645,Sarjapur  Road,2 BHK,1210.0,2.0,58.0,2,4793
646,Kanakpura Road,3 BHK,1100.0,2.0,58.0,3,5272
647,Bommasandra,3 BHK,1200.0,3.0,46.0,3,3833
648,Haralur Road,4 BHK,3385.0,5.0,260.0,4,7680
649,other,3 BHK,1641.0,3.0,66.0,3,4021
650,Horamavu Agara,2 BHK,1200.0,2.0,45.0,2,3750
651,Raja Rajeshwari Nagar,2 BHK,1260.0,2.0,67.39,2,5348
652,Mahadevpura,3 BHK,1720.0,3.0,78.0,3,4534
653,Yelahanka,2 BHK,1132.5,2.0,48.13,2,4249
654,Yelahanka,2 BHK,1210.0,2.0,45.98,2,3800
655,Indira Nagar,4 Bedroom,2200.0,4.0,200.0,4,9090
656,Bisuvanahalli,3 BHK,1075.0,2.0,45.0,3,4186
657,Thanisandra,3 BHK,1702.0,3.0,130.0,3,7638
658,other,2 BHK,1630.0,2.0,200.0,2,12269
659,Raja Rajeshwari Nagar,2 BHK,1141.0,2.0,38.55,2,3378
660,other,3 BHK,2072.0,3.0,108.0,3,5212
661,other,3 Bedroom,1200.0,2.0,70.0,3,5833
662,other,3 BHK,1350.0,3.0,77.0,3,5703
663,other,4 Bedroom,4046.0,4.0,445.0,4,10998
664,other,3 BHK,1180.0,2.0,78.34,3,6638
666,other,2 BHK,1355.0,2.0,115.0,2,8487
667,other,1 Bedroom,600.0,1.0,50.0,1,8333
668,Hormavu,7 Bedroom,1200.0,7.0,150.0,7,12500
669,Bannerghatta Road,3 BHK,1640.0,2.0,120.0,3,7317
670,other,5 Bedroom,1200.0,5.0,100.0,5,8333
671,Kodichikkanahalli,3 BHK,1190.0,2.0,57.0,3,4789
672,OMBR Layout,4 Bedroom,2400.0,4.0,375.0,4,15625
673,Marathahalli,2 BHK,1019.0,2.0,49.85,2,4892
674,other,3 BHK,1875.0,3.0,165.0,3,8800
675,Akshaya Nagar,3 BHK,1250.0,3.0,40.0,3,3200
676,Brookefield,3 Bedroom,1200.0,3.0,140.0,3,11666
677,Whitefield,2 BHK,1140.0,2.0,56.0,2,4912
678,Lingadheeranahalli,3 BHK,1683.0,3.0,109.0,3,6476
679,Kaggadasapura,3 BHK,1515.0,3.0,83.3,3,5498
680,Hoodi,4 BHK,2118.0,4.0,111.0,4,5240
681,Bannerghatta Road,4 Bedroom,1380.0,3.0,58.0,4,4202
682,Varthur Road,2 BHK,1083.0,2.0,61.75,2,5701
683,other,2 Bedroom,600.0,2.0,55.0,2,9166
684,other,3 BHK,2300.0,3.0,120.0,3,5217
685,other,2 BHK,1240.0,2.0,60.0,2,4838
686,other,3 BHK,1750.0,3.0,120.0,3,6857
687,other,2 BHK,1230.0,2.0,43.48,2,3534
688,Anjanapura,3 Bedroom,1500.0,3.0,139.0,3,9266
689,Abbigere,2 BHK,985.0,2.0,40.39,2,4100
690,Tindlu,3 Bedroom,1500.0,2.0,87.0,3,5800
691,Electronic City,2 BHK,1125.0,2.0,32.49,2,2888
692,other,2 BHK,950.0,2.0,44.0,2,4631
693,Kothanur,3 BHK,1580.0,3.0,76.0,3,4810
694,other,3 Bedroom,1092.0,2.0,98.5,3,9020
695,Electronic City Phase II,2 BHK,1090.0,2.0,28.34,2,2600
696,Hennur Road,3 Bedroom,2264.0,3.0,159.0,3,7022
697,Dommasandra,3 BHK,1033.0,2.0,25.53,3,2471
698,Kammasandra,2 BHK,810.0,2.0,24.5,2,3024
699,other,2 BHK,1045.0,2.0,45.0,2,4306
700,Hebbal,2 BHK,1337.0,2.0,82.0,2,6133
701,Chandapura,2 BHK,1200.0,2.0,32.0,2,2666
702,Koramangala,3 BHK,1580.0,3.0,160.0,3,10126
703,Begur Road,3 BHK,1500.0,2.0,54.0,3,3600
704,Whitefield,3 BHK,1640.0,4.0,91.0,3,5548
705,other,3 BHK,1570.0,3.0,62.0,3,3949
706,Gubbalala,3 BHK,1470.0,2.0,82.0,3,5578
707,Kengeri,2 BHK,1160.0,2.0,40.61,2,3500
708,7th Phase JP Nagar,2 BHK,1050.0,2.0,71.0,2,6761
709,other,3 BHK,1855.0,3.0,225.0,3,12129
710,Bannerghatta Road,3 BHK,1460.0,2.0,90.0,3,6164
711,Hulimavu,3 BHK,1823.0,3.0,100.0,3,5485
712,Electronic City,2 BHK,1094.0,2.0,42.0,2,3839
713,Budigere,2 BHK,1153.0,2.0,57.0,2,4943
714,other,3 BHK,1325.0,3.0,57.0,3,4301
715,Parappana Agrahara,4 Bedroom,1200.0,3.0,85.0,4,7083
716,Jakkur,3 BHK,1590.0,2.0,125.0,3,7861
717,other,5 Bedroom,1210.0,4.0,160.0,5,13223
718,Raja Rajeshwari Nagar,4 Bedroom,1200.0,4.0,220.0,4,18333
719,other,2 BHK,1202.0,2.0,48.0,2,3993
720,Haralur Road,2 BHK,1202.0,2.0,53.0,2,4409
721,other,2 BHK,1200.0,2.0,62.5,2,5208
722,Panathur,3 BHK,1688.0,3.0,118.0,3,6990
723,Kaval Byrasandra,2 BHK,1020.0,2.0,52.0,2,5098
724,Sarjapur,2 BHK,1185.0,2.0,47.0,2,3966
725,Ramagondanahalli,2 BHK,1235.0,2.0,52.04,2,4213
726,Hosakerehalli,4 BHK,3205.0,5.0,500.0,4,15600
727,Banashankari,2 BHK,1077.0,2.0,37.64,2,3494
728,Kengeri Satellite Town,3 BHK,1415.0,2.0,66.0,3,4664
729,EPIP Zone,3 BHK,2330.0,3.0,162.0,3,6952
730,Whitefield,2 BHK,805.0,2.0,35.0,2,4347
731,other,1 BHK,425.0,1.0,20.03,1,4712
732,Whitefield,2 BHK,1155.0,2.0,59.95,2,5190
733,Cunningham Road,4 BHK,5270.0,4.0,1250.0,4,23719
734,Anekal,2 BHK,656.0,2.0,22.0,2,3353
735,other,2 BHK,1100.0,2.0,48.0,2,4363
736,Mahadevpura,2 BHK,1150.0,2.0,52.0,2,4521
737,other,1 Bedroom,600.0,1.0,60.0,1,10000
738,other,2 BHK,1468.0,2.0,140.0,2,9536
739,other,4 Bedroom,4300.0,5.0,550.0,4,12790
740,Whitefield,3 BHK,2280.0,4.0,126.0,3,5526
741,Hegde Nagar,2 BHK,1341.0,2.0,97.0,2,7233
742,Jakkur,2 BHK,1279.0,2.0,77.0,2,6020
743,Electronic City Phase II,4 BHK,2225.0,4.0,98.88,4,4444
744,Thanisandra,2 BHK,1185.0,2.0,43.51,2,3671
745,other,3 BHK,1750.0,3.0,85.0,3,4857
746,Kudlu,2 BHK,1152.0,2.0,53.5,2,4644
747,other,5 Bedroom,1000.0,4.0,160.0,5,16000
748,Hulimavu,2 BHK,1300.0,2.0,36.0,2,2769
749,Varthur Road,4 Bedroom,2760.0,4.0,155.0,4,5615
750,5th Phase JP Nagar,2 BHK,1070.0,2.0,39.0,2,3644
751,Uttarahalli,2 BHK,1101.0,2.0,45.0,2,4087
752,other,2 BHK,775.0,2.0,55.0,2,7096
753,Yeshwanthpur,1 BHK,667.0,1.0,36.85,1,5524
754,Electronic City,2 BHK,1070.0,2.0,55.0,2,5140
755,Old Airport Road,3 BHK,1875.0,2.0,110.0,3,5866
756,Kundalahalli,2 BHK,735.0,2.0,57.99,2,7889
757,Sarjapur,5 Bedroom,4360.0,4.0,90.0,5,2064
758,Koramangala,3 BHK,1750.0,3.0,130.0,3,7428
759,Marathahalli,2 BHK,1215.0,2.0,67.0,2,5514
760,other,9 Bedroom,600.0,9.0,190.0,9,31666
761,Vishwapriya Layout,2 BHK,820.0,2.0,30.0,2,3658
762,Banashankari Stage VI,2 BHK,1177.5,2.0,59.935,2,5090
763,Battarahalli,3 BHK,1779.0,3.0,89.61,3,5037
764,other,2 BHK,1105.0,2.0,58.0,2,5248
765,Whitefield,3 BHK,1650.0,3.0,60.0,3,3636
766,Jalahalli,2 BHK,1694.0,2.0,150.0,2,8854
767,Hosakerehalli,3 BHK,2376.0,3.0,203.0,3,8543
768,Cox Town,3 BHK,1975.0,3.0,150.0,3,7594
769,Kammasandra,2 BHK,674.0,2.0,33.0,2,4896
770,Kaggadasapura,2 BHK,1185.0,2.0,41.0,2,3459
771,Thanisandra,1 RK,445.0,1.0,28.0,1,6292
772,other,6 Bedroom,900.0,7.0,76.0,6,8444
773,HSR Layout,3 BHK,1475.0,3.0,75.0,3,5084
774,Gottigere,3 BHK,1618.0,3.0,82.5,3,5098
775,Koramangala,2 BHK,1120.0,2.0,65.0,2,5803
776,Marathahalli,4 BHK,2181.0,3.0,152.0,4,6969
777,Vidyaranyapura,4 Bedroom,1200.0,4.0,90.0,4,7500
778,other,6 Bedroom,600.0,4.0,65.0,6,10833
779,Bannerghatta Road,3 BHK,1556.0,2.0,59.13,3,3800
780,Bannerghatta Road,2 BHK,1179.0,2.0,66.02,2,5599
781,Thanisandra,2 BHK,1296.0,2.0,83.0,2,6404
782,Kaggadasapura,2 BHK,1275.0,2.0,52.0,2,4078
783,other,7 Bedroom,1875.0,2.0,300.0,7,16000
784,Kathriguppe,3 BHK,1400.0,2.0,77.0,3,5500
785,Gottigere,2 BHK,1222.0,2.0,63.0,2,5155
786,Electronic City,2 BHK,940.0,2.0,41.0,2,4361
787,Thanisandra,2 BHK,1185.0,2.0,42.6,2,3594
788,Tumkur Road,3 BHK,1779.0,3.0,112.0,3,6295
789,Begur Road,3 BHK,1615.0,3.0,59.76,3,3700
790,Haralur Road,2 BHK,1056.0,2.0,61.0,2,5776
791,7th Phase JP Nagar,2 BHK,1100.0,2.0,46.0,2,4181
792,Arekere,2 BHK,920.0,2.0,40.0,2,4347
793,other,3 BHK,1602.0,2.0,75.0,3,4681
794,Padmanabhanagar,2 BHK,1176.0,2.0,62.0,2,5272
795,HBR Layout,4 Bedroom,675.0,3.0,59.0,4,8740
796,other,3 BHK,1352.0,3.0,135.0,3,9985
797,Kasavanhalli,3 BHK,1717.0,3.0,99.0,3,5765
799,Bhoganhalli,4 BHK,2119.0,4.0,111.0,4,5238
800,Vittasandra,2 BHK,1246.0,2.0,67.3,2,5401
801,Anandapura,2 BHK,1141.0,2.0,42.79,2,3750
802,Hennur Road,2 BHK,1157.0,2.0,84.0,2,7260
803,Chandapura,2 BHK,1025.0,2.0,27.68,2,2700
804,Yelahanka New Town,1 BHK,650.0,1.0,33.0,1,5076
805,Hebbal,2 BHK,1349.0,2.0,98.0,2,7264
806,Narayanapura,3 BHK,1566.0,3.0,83.3,3,5319
807,Sahakara Nagar,4 BHK,2830.0,3.0,195.0,4,6890
808,Electronic City,3 BHK,1320.0,2.0,38.13,3,2888
809,other,3 BHK,1780.0,3.0,84.83,3,4765
810,Varthur,2 BHK,1091.0,2.0,34.9,2,3198
811,Rachenahalli,4 BHK,3670.0,4.0,300.0,4,8174
812,7th Phase JP Nagar,2 BHK,918.0,2.0,50.49,2,5500
813,Yeshwanthpur,4 BHK,1950.0,4.0,130.0,4,6666
814,Panathur,3 BHK,1695.0,3.0,90.0,3,5309
815,Yelahanka,3 BHK,1705.0,3.0,95.0,3,5571
816,Kalyan nagar,3 BHK,1375.0,3.0,75.0,3,5454
817,Kanakpura Road,1 BHK,525.0,1.0,30.0,1,5714
818,Whitefield,2 BHK,1447.0,2.0,83.0,2,5736
819,Thanisandra,2 BHK,1114.0,2.0,39.0,2,3500
820,7th Phase JP Nagar,3 BHK,1450.0,2.0,100.0,3,6896
821,other,2 BHK,460.0,1.0,15.0,2,3260
822,Vasanthapura,2 BHK,1022.0,2.0,40.0,2,3913
823,Hebbal,2 BHK,1000.0,2.0,45.0,2,4500
824,Electronic City,2 BHK,1128.0,2.0,68.75,2,6094
825,Kanakpura Road,2 BHK,1180.0,2.0,57.0,2,4830
826,TC Palaya,6 Bedroom,1000.0,6.0,69.0,6,6900
827,Nagarbhavi,2 Bedroom,1200.0,2.0,150.0,2,12500
828,other,3 BHK,3761.0,3.0,660.0,3,17548
829,Kanakpura Road,2 BHK,1339.0,2.0,75.0,2,5601
830,Yelachenahalli,3 BHK,1400.0,2.0,55.0,3,3928
831,7th Phase JP Nagar,2 BHK,1040.0,2.0,39.52,2,3800
832,Kadugodi,2 BHK,1198.0,2.0,58.0,2,4841
833,other,4 Bedroom,1200.0,3.0,95.0,4,7916
834,Sarjapur  Road,3 BHK,1691.0,3.0,113.0,3,6682
835,Bisuvanahalli,3 BHK,1075.0,3.0,36.0,3,3348
836,1st Block Jayanagar,3 BHK,1630.0,3.0,194.0,3,11901
837,8th Phase JP Nagar,3 BHK,1240.0,3.0,43.5,3,3508
838,Bannerghatta Road,2 BHK,1122.5,2.0,58.935,2,5250
839,Mallasandra,3 BHK,1665.0,3.0,86.58,3,5200
840,Marathahalli,3 BHK,2489.0,3.0,94.0,3,3776
841,Brookefield,2 BHK,1142.0,2.0,70.0,2,6129
842,other,3 BHK,1976.0,3.0,184.0,3,9311
843,other,4 Bedroom,5500.0,4.0,600.0,4,10909
844,Kothannur,3 BHK,1853.0,3.0,82.0,3,4425
845,Vijayanagar,8 Bedroom,600.0,4.0,72.0,8,12000
846,Kasturi Nagar,2 BHK,1567.0,2.0,92.0,2,5871
847,Talaghattapura,2 BHK,1090.0,2.0,27.24,2,2499
848,Raja Rajeshwari Nagar,6 Bedroom,1200.0,4.0,125.0,6,10416
849,other,4 Bedroom,2400.0,4.0,640.0,4,26666
850,Electronics City Phase 1,2 BHK,1175.0,2.0,51.47,2,4380
851,Subramanyapura,2 BHK,1200.0,2.0,52.0,2,4333
852,Kodichikkanahalli,2 BHK,995.0,2.0,41.0,2,4120
